gene	rho	mean_logcpm	in_set	named	log2FC_per_division_per_day	P	FDR
ADRA1A	-0.117688967059	-0.811897474998052	FALSE	FALSE			
ADRA1B	0.258528323401015	1.92234763024649	FALSE	FALSE			
ADRA1D	0.429221976410888	2.45965895228085	FALSE	FALSE			
ADRA2A	-0.147439543344767	3.97403259088958	FALSE	FALSE			
ADRA2B	-0.177426715937286	-2.97296855142874	FALSE	FALSE			
ADRA2C	0.0445851197604286	-0.309938333100054	FALSE	FALSE			
ADRB1	-0.0186582765379357	0.199418534808905	FALSE	FALSE			
ADRB2	-0.0279186362912374	1.68175735522533	FALSE	FALSE			
ADRB3	-0.191556412750805	-1.19507839614693	FALSE	FALSE			
ADRM1	0.075670139939253	4.76960735467528	FALSE	FALSE			
ADSL	0.548701905411821	4.960416782401	FALSE	FALSE			
ADSS1	-0.501991686386647	0.76766091408363	FALSE	FALSE			
ADSS2	-0.0737315889946055	5.24649817054253	FALSE	FALSE			
ADTRP	-0.196033409188199	-0.568856325975425	FALSE	FALSE			
AEBP1	-0.00581939356903437	8.74723809957696	FALSE	FALSE			
AEBP2	-0.00555074077607384	4.66536753666129	FALSE	FALSE			
AEN	-0.0135834592855938	4.89088464192139	FALSE	FALSE			
AFAP1	-0.097200790927494	7.85357782242292	FALSE	FALSE			
